,l,k_pos_bal,k_neg_bal,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,null_model,cow_year,directed,dataset,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9344078947367663,0.06559210526317744,0.9016582321187581,0.09834176788124278,0.9007441927938247,0.09925580720617573,0.8999142307568274,0.10008576924317299,0.899164919953481,0.10083508004651939,0.8984898583667791,0.10151014163322136,0.8971041517713783,0.10289584822862166,0.0,dataset,False,1945,False,cow,False,0.1882770870337478,53.0,302.0,457.0,106.0,cx,20.0,10.0,False,False,2809.0,2809.0,4.535413026809692,253901.0,33688.0,220213.0,130250193.0,4.910722017288208,2024-12-08 17:17:20.876668
1,1,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.9581151832460733,0.04188481675392667,0.8941666666666667,0.10583333333333325,0.7883333333333336,3.166666666666669,0.07807017543859643,9.549999999999999,9.149999999999999,0.39999999999999963,False,False,False,0.22859929765615836,0.25565625087361604,0.22859929765615813,2.159993363680236,0.4571985953123162,0.5799559348570605,1.7716909687891094,0.5594813585649815,0.14286670591919973,1.829978030875144,8.879611477987083,0.9298022490038832,9.122910719720979,0.9970394229203258,0.6633249580710795,1.6583123951777003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.9835164835164835,0.016483516483516487,0.9360902255639088,0.06390977443609089,0.8721804511278191,0.6999999999999766,0.18421052631579302,18.199999999999992,17.89999999999999,0.29999999999999993,False,False,False,0.18954229572865627,0.20248293439286194,0.18954229572865622,2.9657794508130606,0.37908459145730994,0.43464009192950215,0.29999999999998067,0.4285714285714153,0.589614644800221,3.200765214629709,26.776108753887303,1.4712147666971052,26.933065180183267,1.5046405128594011,1.1,3.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.9917763157894736,0.008223684210526576,0.9190476190476199,0.08095238095238219,0.8380952380952398,1.1249999999999416,0.32142857142858233,30.399999999999476,30.149999999999476,0.2500000000000036,False,False,False,0.21701959743059043,0.23613531326644532,0.21701959743058963,2.6808303212013604,0.43403919486118087,0.5178876756866352,0.8749999999999494,0.7777777777777731,1.0282985749206015,3.1991511219750963,62.00999919367743,2.039802605055214,62.12026641926026,2.0603736789141407,0.8874119674649589,3.5496478698597844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.9986859395532216,0.0013140604467794935,0.8571428571428571,0.1428571428572583,0.7142857142854834,0.0,0.0,38.0500000000001,38.00000000000018,0.049999999999959854,False,False,False,0.3499271061118826,0.4082482904638631,0.34992710611216543,2.4494897427831783,0.6998542122243309,0.97979589711438,0.0,0.0,0.0,0.0,99.0951436751591,2.6043401754312443,99.11407569059202,2.6082651497524094,0.21794494717685864,4.358898943540672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,1.0,0.0,1.0,0.0,1.0,,0.0,25.80000000000191,25.80000000000191,0.0,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,82.81521599321412,3.20989209276,82.81521599321412,3.20989209276,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.9999999999995453,0.0,0.9999999999995453,0.0,0.9999999999990905,,0.0,0.19999999999635118,0.19999999999626022,0.0,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.8717797886922299,4.358898943540674,0.8717797886918335,4.358898943540674,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
