,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4997954270987382,0.5002045729012616,0.0,complete,False,True,0.5,10.0,45.0,23.0,22.0,cx,1.0,10.0,True,False,100.0,100.0,0.6944019794464111,49934.0,16935.0,32999.0,130250193.0,0.7109801769256592,2024-11-12 01:20:55.469873
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,22.5,22.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5,0.5,-4.625929269271486e-18,1.0,1.0,120.0,59.99999999999999,59.99999999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5047619047619049,0.4952380952380951,0.0095238095238096,1.0192307692307696,0.9811320754716978,630.0,318.00000000000006,311.99999999999994,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5000000000000001,0.4999999999999999,2.2086976574553442e-16,1.0000000000000002,0.9999999999999996,3023.999999999991,1511.9999999999957,1511.9999999999952,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4952380952380939,0.5047619047619061,-0.0095238095238121,0.9811320754716928,1.0192307692307747,12600.000000000458,6240.00000000021,6360.000000000248,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4999999999999987,0.5000000000000012,-2.6092708240964858e-15,0.9999999999999948,1.000000000000005,43200.0000000054,21600.000000002645,21600.000000002758,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5002469135802295,0.4997530864197704,0.0004938271604591,1.0009881422924207,0.9990128331688748,113399.99999998367,56727.999999989865,56671.99999999381,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4999999999999843,0.5000000000000158,-3.1442784883786065e-14,0.999999999999937,1.0000000000000628,201599.9999994372,100799.99999971544,100799.99999972178,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4994708994708646,0.5005291005291355,-0.0010582010582708,0.9978858350949982,1.0021186440679364,181440.0000023133,90624.00000114908,90816.00000116418,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
