,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4999683748970211,0.5000316251029787,0.0,complete,False,True,0.7,20.0,190.0,57.0,133.0,cx,1000.0,10.0,False,False,400.0,400.0,435.24344658851624,874338.0,795320.0,79018.0,130250193.0,435.4234869480133,2024-11-14 14:42:43.399327
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.45566666666666517,0.5443333333333348,-0.08866666666666674,0.8562963503553083,1.2313410566192058,119.99999999999999,54.68,65.32,False,False,False,0.05603173703853506,0.0560317370385351,0.1120634740770702,0.18820294611719404,0.30372427844058614,0.0,6.723808444624217,6.723808444624218,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5144126984126987,0.4855873015873014,0.028825396825395165,1.0692831331883408,0.9510929385216156,630.0,324.0799999999999,305.9200000000001,False,False,False,0.032118513219145425,0.03211851321914542,0.06423702643829082,0.15076239186259485,0.11454034919250936,0.0,20.234663328061643,20.234663328061643,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49276190476190507,0.5072380952380949,-0.014476190476189378,0.9734057889629907,1.0317915218291172,3023.9999999999995,1490.112,1533.8879999999997,False,False,False,0.016393751920802283,0.016393751920802283,0.03278750384160455,0.06026738646189986,0.07269961411609956,1.3642420526593924e-12,49.574705808506096,49.57470580850613,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5021968253968252,0.49780317460317475,0.00439365079365121,1.0094348813071912,0.9917958126855138,12599.999999999874,6327.679999999939,6272.319999999937,False,False,False,0.00847232299854634,0.008472322998546333,0.01694464599709266,0.03579789624248848,0.03230621158373769,1.8189894035458565e-10,106.75126978168136,106.75126978168119,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49954592592592606,0.5004540740740739,-0.0009081481481486429,0.9983216736857062,1.0019610486313058,43200.000000007436,21580.384000003698,21619.616000003716,False,False,False,0.00417660418241603,0.0041766041824160315,0.008353208364832065,0.016338695771089203,0.017120395307795692,1.6007106751203537e-10,180.42930068040292,180.42930068040286,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.49996585537917404,0.500034144620826,-6.828924165190839e-05,0.9999041066494099,1.000176849614254,113399.99999992907,56696.12799996331,56703.87199996719,False,False,False,0.0022487747604129247,0.002248774760412925,0.004497549520825851,0.009045840804755501,0.008952546954376795,1.8480932340025902e-09,255.01105783067015,255.01105783067038,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000619047618889,0.4999380952381111,0.00012380952377876,1.000271853426187,0.9997765822255249,201600.00000012666,100812.48000005988,100787.5200000658,False,False,False,0.0017386706302770444,0.0017386706302770466,0.0034773412605540936,0.006959988390285206,0.006952191318876702,2.9103830456733704e-11,350.5159990640725,350.51599906407245,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.4999111111110951,0.5000888888889049,-0.0001777777778087138,0.9996756643585052,1.0003867756161586,181440.00000118997,90703.87200059119,90736.12800059674,False,False,False,0.0019733233913807567,0.0019733233913807545,0.003946646782761508,0.007896420712782284,0.007893642863185049,2.2118911147117615e-09,358.039796134468,358.0397961344681,,,,,,,,,,,,,,,,,,,,,,,,,
