,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5008011223344551,0.4991988776655448,0.49996549248435207,0.500034507515648,0.49996602796515593,0.500033972034844,0.49996728108579414,0.5000327189142059,0.4999695353718022,0.5000304646281977,0.49997332602355227,0.5000266739764478,0.5009731110417612,0.49902688895823877,0.0,complete,False,False,0.5,205.0,20910.0,10433.0,10477.0,cx,10.0,12.0,False,False,42025.0,42025.0,19.750410318374634,6435724.0,29245.0,6406479.0,130250193.0,28.3014178276062,2024-12-07 21:05:49.537873
1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5127272727272727,0.4872727272727274,0.025454545454545452,1.0563087311119053,0.9538152233389215,219.99999999999994,112.79999999999998,107.19999999999997,False,False,False,0.021589712885523495,0.042107596053325966,0.021589712885523478,0.04430724659342503,0.043179425771046956,1.6963345838625592,0.09202318787884248,0.08711770069530321,0.08231926164203346,0.08630525035432648,2.842170943040401e-14,1.2918958832001826e-16,4.749736834815167,0.04210759605332595,4.749736834815167,0.044307246593425074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4954882154882153,0.5045117845117847,-0.009023569023569388,0.983851713378531,1.0199587702694224,1485.0,735.7999999999998,749.2000000000002,False,False,False,0.014743630635317445,0.02975576446513511,0.01474363063531745,0.029223560455748004,0.029487261270634918,3.26780470051426,0.05948039970541283,0.06045667136275862,0.05874650480367317,0.0575969406960982,0.0,0.0,21.89429149344641,0.02975576446513511,21.89429149344641,0.029223560455748004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.4993265993265993,0.5006734006734007,-0.0013468013468013239,0.9976046409376339,1.002998737876209,9503.999999999998,4745.5999999999985,4758.4,False,False,False,0.006102548471512474,0.012221556952388435,0.006102548471512487,0.012188681210754598,0.012205096943024967,9.062284480196192,0.024173925921981587,0.02423197019137849,0.02467209815687388,0.024598334200415444,0.0,0.0,57.998620673254706,0.01222155695238847,57.998620673254706,0.012188681210754605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5000721500721493,0.4999278499278508,0.0001443001442983852,1.000300973525113,0.9997237805728577,55440.00000000592,27724.00000000291,27716.000000003016,False,False,False,0.0012417360703124618,0.002483113826941386,0.0012417360703124694,0.0024838305577328324,0.0024834721406248902,17.210461934740295,0.004964756518710662,0.004963262708037363,0.004969265120273999,0.004970638107084469,0.0,0.0,68.84184773813008,0.0024831138269413816,68.84184773813008,0.002483830557732811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5004264870931547,0.49957351290684515,0.0008529741863096193,1.0017153504202783,0.9983033932125644,285120.00000006385,142681.60000003228,142438.4000000316,False,False,False,0.0009947708106015235,0.001987846039844702,0.0009947708106015096,0.001991240097605021,0.0019895416212030444,2.3324757690625644,0.003990322306887837,0.003983489226968184,0.0039679680076238075,0.003974711530184016,5.820766091346741e-11,2.0415144820936577e-16,283.62905351876844,0.001987846039844691,283.6290535187684,0.0019912400976050382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5001789321789232,0.4998210678210767,0.00035786435784655816,1.000716623669118,0.9992851642787202,1247399.999999303,623923.1999996401,623476.7999996624,False,False,False,0.0002823647172827003,0.0005645274103262176,0.0002823647172826905,0.0005649316034508772,0.000564729434565393,1.5780544281180766,0.0011306291169918376,0.0011298194616238078,0.0011282931846844917,0.0011291003059160686,2.3283064365386963e-10,1.8665275264870911e-16,352.22174833824226,0.0005645274103262155,352.22174833824226,0.000564931603450895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4999451659451715,0.5000548340548285,-0.00010966810965695136,0.9997808622806621,1.0002195348467469,4435200.000002474,2217356.800001261,2217843.200001213,False,False,False,0.00014769456371730797,0.00029542152575489744,0.00014769456371728672,0.00029535673621963775,0.00029538912743459967,2.6934824385921776,0.0005906363736738394,0.0005907658327510913,0.0005909204212198382,0.0005907907220692092,0.0,0.0,655.0549289993297,0.00029542152575487955,655.0549289993297,0.0002953567362196622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
