,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.500000548623348,0.499999451376652,0.0,complete,False,0.5,24.0,276.0,128.0,148.0,cx,1.0,10.0,True,False,576.0,576.0,6307.105398654938,151290.0,23405.0,127885.0,130250193.0,6307.353170871735,2024-11-10 20:04:11.545168
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5019762845849802,0.4980237154150198,0.0039525691699604,1.007936507936508,0.9921259842519684,2024.0,1016.0,1008.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.500094108789761,0.499905891210239,0.0001882175795219,1.0003765060240963,0.9996236356793377,31878.0,15942.0,15936.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4993569232699668,0.5006430767300332,-0.0012861534600663,0.9974309972116924,1.0025756195621445,510047.9999999999,254696.0,255351.9999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4999633471029225,0.5000366528970774,-7.330579415484333e-05,0.9998533991583816,1.0001466223365765,8075760.00001192,4037584.0000058576,4038176.0000060624,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.500020417754973,0.499979582245027,4.0835509945955286e-05,1.0000816743551058,0.9999183323150496,124597440.0,62301264.00000018,62296175.99999982,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4999924484197707,0.5000075515802292,-1.51031604585425e-05,0.9999697941352867,1.000030206777135,1853386919.999999,926679463.9999772,926707456.0000218,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4999979459227018,0.5000020540772981,-4.108154596383793e-06,0.9999917837245612,1.000008216342947,26359280640.591293,13179586176.295689,13179694464.295609,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5000007783947343,0.4999992216052657,1.5567894686636314e-06,1.0000031135837844,0.99999688642591,355850288640.0001,177925421311.99094,177924867328.0092,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
