,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5390883626178236,0.46091163738217655,0.0,complete,False,True,0.1,9.0,36.0,32.0,4.0,cx,1.0,10.0,True,False,81.0,81.0,0.28806471824645996,44257.0,15513.0,28744.0,130250193.0,0.30206775665283203,2024-11-12 17:55:45.180278
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,18.0,18.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.7142857142857142,0.28571428571428575,0.42857142857142855,2.4999999999999996,0.4000000000000001,83.99999999999999,59.999999999999986,24.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.6507936507936501,0.3492063492063499,0.30158730158730024,1.863636363636358,0.5365853658536601,378.0,245.99999999999974,132.00000000000026,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.6058201058201029,0.394179894179897,0.21164021164020594,1.536912751677834,0.6506550218340689,1511.9999999999977,915.9999999999943,596.0000000000034,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5746031746031771,0.42539682539682294,0.14920634920635417,1.35074626865673,0.7403314917126997,5039.999999999986,2896.0000000000045,2143.999999999982,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5518518518518648,0.4481481481481352,0.10370370370372968,1.2314049586777505,0.8120805369127091,12960.00000000223,7152.000000001399,5808.000000000831,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5343915343914496,0.46560846560855035,0.06878306878289926,1.1477272727268817,0.8712871287131682,22679.99999998603,12119.999999990612,10559.999999995418,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5190476190478637,0.48095238095213627,0.03809523809572738,1.0792079207931369,0.9266055045862478,20160.00000000968,10464.000000009957,9695.999999999724,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
