,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5000020927921989,0.4999979072078011,0.0,complete,False,0.5,18.0,153.0,75.0,78.0,cx,1.0,10.0,True,False,324.0,324.0,128.48094177246094,96789.0,19204.0,77585.0,130250193.0,128.58702325820923,2024-11-10 23:25:00.609660
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,76.5,76.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5,0.5,-1.3605674321386724e-18,1.0,1.0,815.9999999999999,408.0,408.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5041394335511983,0.4958605664488017,0.0082788671023965,1.0166959578207382,0.9835782195332756,9180.0,4628.0,4552.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5003112356053533,0.4996887643946466,0.0006224712107066,1.0012457178449083,0.9987558320373248,102816.0,51440.0,51375.99999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4995044171514752,0.5004955828485247,-0.0009911656970495,0.9980196314792464,1.0019842981623703,1113839.9999995644,556367.9999997816,557471.9999997828,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4999748617395701,0.5000251382604298,-5.027652085966349e-05,0.9998994520134836,1.0001005580974307,11456640.000000052,5728032.000000055,5728607.999999997,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5000267706149901,0.4999732293850099,5.3541229980171925e-05,1.000107088193594,0.9998929232730592,110270159.99999988,55138031.9999982,55132128.00000168,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4999973229385044,0.5000026770614956,-5.354122991187612e-06,0.9999892918113504,1.000010708303316,980179199.999794,490086975.9999019,490092223.9998921,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5000024344250633,0.4999975655749366,4.868850126695028e-06,1.000009737747665,0.9999902623471578,7939451520.0734625,3969745088.036501,3969706432.0369616,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
