,l,k_pos_bal,k_neg_bal,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,null_model,cow_year,directed,dataset,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5895584902004234,0.4104415097996032,0.6143592682536058,0.38564073174639657,0.6089716929121067,0.39102830708789493,0.6040670675092703,0.39593293249073064,0.5997958628970376,0.40020413710296304,0.5962380257042298,0.40376197429577043,0.589195041883157,0.4108049581168428,0.0,dataset,True,1945,False,cow,False,0.1882770870337478,53.0,302.0,252.0,50.0,cx,20.0,10.0,False,False,2809.0,2809.0,4.5112550258636475,261552.0,30720.0,230832.0,130250193.0,5.026045083999634,2024-12-08 17:17:20.875327
1,1,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.6753926701570682,0.32460732984293184,0.5834390609390611,0.41656093906093855,0.16687812187812262,1.641503267973857,0.8016670557111721,9.549999999999999,6.45,3.0999999999999988,False,False,False,0.28832443949799463,0.4941808987453267,0.2883244394979941,0.692154286352363,0.5766488789959882,3.4555091614533904,1.3660449694496424,0.8321914406760708,0.8196661547873924,1.0224520877438987,8.879611477987083,0.9298022490038832,6.9676036052576915,1.0802486209701847,2.8442925306655775,0.9175137195695415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.6675824175824172,0.3324175824175828,0.6285085623758381,0.3714914376241621,0.257017124751677,1.21400226757369,0.6970711253320006,18.199999999999992,12.149999999999988,6.050000000000004,False,False,False,0.26897232910024077,0.4279533250644875,0.2689723291002413,0.7240337242237078,0.537944658200482,2.093030410795505,0.7310966049166567,0.6022201312505202,0.5724781469353594,0.821262172726922,26.776108753887303,1.4712147666971052,18.69030497343476,1.538296705632492,9.292335551410098,1.5359232316380316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.6578947368421045,0.34210526315789525,0.6761891877963265,0.32381081220367086,0.3523783755926561,1.3401315789473642,0.6621826449412731,30.399999999999476,19.999999999999634,10.399999999999837,False,False,False,0.22625678491221704,0.3346057419959329,0.22625678491222087,0.6987314085420645,0.45251356982443164,1.2841695210818789,0.5442542869988324,0.4061200374267196,0.5824300781447574,0.8795610736618011,62.00999919367743,2.039802605055214,39.75927564732469,1.987963782366271,23.525305524051827,2.2620486080819417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.6360052562417835,0.3639947437582179,0.5834733893557262,0.4165266106444359,0.16694677871112829,1.35256410256397,0.5198412698413186,38.0500000000001,24.199999999999925,13.850000000000225,False,False,False,0.27329836158461607,0.46839901625401165,0.2732983615849623,0.6561366179273019,0.5465967231699246,3.274077687450999,0.6301969991400225,0.4659276391746594,0.23984147994068056,0.4613744499621819,99.0951436751591,2.6043401754312443,60.25578810371791,2.4899085993271943,39.41354462618217,2.845743294309136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5968992248061996,0.4031007751938004,0.5657407407407061,0.43425925925929376,0.13148148148147468,1.3275862068964068,0.7803617571060775,25.80000000000191,15.40000000000109,10.40000000000082,False,False,False,0.04649955381296692,0.08219233734534755,0.04649955381296692,0.10707786379104539,0.09299910762584582,0.7073171565909766,0.23174534659391147,0.17456142990192638,0.15533993142331382,0.1990614353007023,82.81521599321412,3.20989209276,49.67131969256576,3.225410369646899,33.14573879098744,3.1870902683639257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.49999999999488187,0.5000000000051181,0.49999999999488187,0.5000000000051181,0.0,0.9999999999795275,1.0000000000204725,0.19999999999635118,0.09999999999715196,0.09999999999919922,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717797886922299,4.358898943540674,0.4358898943416531,4.358898943540674,0.43588989435057685,4.358898943540674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
