,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5015334805574899,0.49846651944250975,0.0,complete,False,True,0.5,322.0,51681.0,25841.0,25840.0,pyr,1000.0,,806.6244037151337,20089067.0,4217533.0,15871534.0,130250193.0,807.1244370937347,2024-11-29 07:47:15.746394
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,0.500747362281521,0.4992526377184796,0.0014947245630414056,1.0029939242181516,0.9970150126078925,5510793.079569085,2759515.098673479,2751277.9808956087,False,False,False,478349,239532,238817,,,,,,,,,,,,,,,,,,,,,
4,4,0.4990445638212524,0.5009554361787458,-0.0019108723574934377,0.996185544223116,1.0038290615628824,1319115698.1566677,658297518.216361,660818179.9403043,False,False,False,632172,315482,316690,,,,,,,,,,,,,,,,,,,,,
5,5,0.49971123321983213,0.5002887667801669,-0.0005775335603347427,0.9988455995843126,1.0011557345961857,335801625398.1362,167803844344.92676,167997781053.20914,False,False,False,780907,390228,390679,,,,,,,,,,,,,,,,,,,,,
6,6,0.498852145246725,0.5011478547532722,-0.0022957095065472247,0.9954190974085333,1.0046019838311246,88670831921596.14,44233634724900.016,44437197196695.875,False,False,False,922155,460019,462136,,,,,,,,,,,,,,,,,,,,,
7,7,0.49932230905546965,0.5006776909445286,-0.0013553818890589657,0.997292905368917,1.002714442884843,2.4016908623389336e+16,1.1992178270204984e+16,1.202473035318431e+16,False,False,False,1055791,527180,528611,,,,,,,,,,,,,,,,,,,,,
8,8,0.5005878169740683,0.4994121830259329,0.0011756339481353755,1.0023540353801788,0.9976514930881822,6.616304288410421e+18,3.312041320171539e+18,3.30426296823889e+18,False,False,False,1179789,590588,589201,,,,,,,,,,,,,,,,,,,,,
9,9,0.5007513720960328,0.49924862790396646,0.0015027441920664065,1.0030100116616754,0.9969990213191503,1.8429028087193073e+21,9.228361101058259e+20,9.200666986134801e+20,False,False,False,1291637,646789,644848,,,,,,,,,,,,,,,,,,,,,
