,Unnamed: 0,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000832237721193,0.4999167762278808,0.5000056661625486,0.4999943338374514,0.5000041061456721,0.4999958938543278,0.5000020984668014,0.4999979015331986,0.4999997438211091,0.5000002561788909,0.4999972648750387,0.5000027351249614,0.5002369349123477,0.4997630650876523,0.0,complete,False,False,0.5,385.0,73920.0,36983.0,36937.0,cx,10.0,12.0,False,False,148225.0,148225.0,20.363306045532227,22940406.0,29245.0,22911161.0,130250193.0,49.55671310424805,2024-12-07 21:19:59.420215
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4990909090909092,0.5009090909090907,-0.0018181818181818,1.0022436440840663,1.0095906319777357,219.99999999999997,109.79999999999998,110.19999999999996,False,False,False,0.0271055482106828,0.0543098415878891,0.0271055482106828,0.0541127096764993,0.0542110964213657,29.81610303175108,0.1086898366594238,0.1084465212635533,0.1096469965120897,0.1086054020700419,2.8421709430404014e-14,1.2918958832001826e-16,5.96322060635023,0.0543098415878891,5.96322060635023,0.0541127096764993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5023569023569022,0.4976430976430978,0.0047138047138043,1.0106020782628389,0.9916912619492048,1485.0,745.9999999999998,739.0000000000002,False,False,False,0.0117295495594898,0.0233490363215045,0.0117295495594898,0.0235702044598679,0.0234590991189796,4.976680313098199,0.0479446102341114,0.0474416303561587,0.0460342605538351,0.0464199517734513,0.0,0.0,17.418381095842413,0.0233490363215045,17.418381095842413,0.0235702044598679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4989898989898991,0.5010101010101009,-0.0020202020202017,0.9962620874613168,1.004355010152096,9503.999999999998,4742.4,4761.599999999997,False,False,False,0.0061257257234544,0.0122762519559107,0.0061257257234544,0.0122267509399594,0.0122514514469088,6.064468466220812,0.0240756451545319,0.0241659754572029,0.0249628465840491,0.0248546045289989,0.0,0.0,58.218897275710994,0.0122762519559107,58.218897275710994,0.0122267509399594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5007215007214999,0.4992784992785001,0.0014430014429997,1.0029548165596378,0.997181207409396,55440.00000000592,27760.00000000292,27680.000000003005,False,False,False,0.0028247467366786,0.0056413529928481,0.0028247467366786,0.0056576574812667,0.0056494934733572,3.915098977041216,0.0114261269594276,0.011392464317208,0.0111770505143582,0.0112086453608521,0.0,0.0,156.60395908148027,0.0056413529928481,156.60395908148027,0.0056576574812667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4997867564534238,0.5002132435465761,-0.0004264870931524,0.9991586993026312,1.0008647001673117,285120.00000006385,142499.20000003214,142620.80000003177,False,False,False,0.0011903625480132,0.00238174087777,0.0011903625480131,0.002379710180349,0.0023807250960263,5.582173843595051,0.0047526507573003,0.0047566525323929,0.0047705079054058,0.0047663864102793,5.820766091346741e-11,2.0415144820936575e-16,339.3961696895967,0.0023817408777699,339.3961696895967,0.002379710180349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4999749879749776,0.5000250120250224,-5.002405004475191e-05,0.9999011713569486,1.0001012671843668,1247399.999999303,623668.7999996383,623731.1999996642,False,False,False,0.0003895933661761,0.0007792257123783,0.0003895933661761,0.0007791477562259,0.0007791867323522,15.576242460480856,0.0015586941380747,0.0015588481969267,0.0015580591845057,0.0015579014202154,2.3283064365386963e-10,1.8665275264870911e-16,485.9787649678554,0.0007792257123783,485.97876496785545,0.0007791477562259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4998874458874472,0.5001125541125528,-0.0002251082251054,0.9995501444576352,1.000450577834693,4435200.000002474,2217100.800001242,2218099.2000012314,False,False,False,0.000180207714474,0.0003604965796933,0.000180207714474,0.00036033431473,0.0003604154289481,1.6010762324622518,0.0007203955489034,0.0007207197686858,0.0007212668828755,0.0007209420423711,0.0,0.0,799.257255235754,0.0003604965796933,799.257255235754,0.00036033431473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.499969002191211,0.500030997808789,-6.199561757802342e-05,0.9998761983244868,1.000124180719994,11975040.000072995,5987148.800036334,5987891.200036661,False,False,False,0.0001507627510642,0.0003015441965471,0.0001507627510642,0.0003015068100275,0.0003015255021283,4.863658334379722,0.0006032143204389,0.000603289008629,0.0006028882977618,0.0006028134399548,1.862645149230957e-09,1.5554396053955582e-16,1805.389974514787,0.000301544196547,1805.389974514787,0.0003015068100274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.500095238095267,0.4999047619047331,0.0001904761905337,1.0003811272235603,0.9996192222614856,21772799.99893496,10888473.599468004,10884326.399466952,False,False,False,0.0001130155403117,0.0002259880352834,0.0001130155403117,0.0002260741423648,0.0002260310806234,1.186663172914762,0.0004523574129191,0.0004521850728778,0.0004517673557935,0.0004519394442731,0.0,0.0,2460.664755979065,0.0002259880352834,2460.664755979065,0.0002260741423648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.4999595959596553,0.5000404040403446,-8.080808068924966e-05,0.9998385236255144,1.0001617560978049,19958400.004372977,9978393.602187496,9980006.402185475,False,False,False,0.0001258976325789,0.0002518156138942,0.0001258976325789,0.0002517749197097,0.0002517952651578,3.115966410910397,0.0005033387127824,0.0005034200032194,0.000503842811372,0.0005037613249059,3.725290298461914e-09,1.8665275260770834e-16,2512.715310613363,0.0002518156138942,2512.715310613363,0.0002517749197097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
