,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49940359503322196,0.5005964049667779,0.49999951531132825,0.5000004846886718,0.49999895517893916,0.500001044821061,0.4999976212330291,0.500002378766971,0.49999476226075024,0.5000052377392499,0.49998860897153163,0.5000113910284683,0.49886504724724845,0.5011349527527517,0.0,complete,False,False,0.5,120.0,7140.0,3539.0,3601.0,cx,100.0,11.0,False,False,14400.0,14400.0,91.00203776359558,2236719.0,108929.0,2127790.0,130250193.0,93.9517092704773,2024-12-07 21:21:03.398888
1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.495030303030303,0.504969696969697,-0.009939393939393939,0.992138173551788,1.0338043792769427,164.99999999999997,81.67999999999999,83.31999999999998,False,False,False,0.039425441949468704,0.07964248190086112,0.039425441949468724,0.07807486703867426,0.07885088389893743,7.933168197149193,0.15243375330813505,0.15364165735346363,0.17407978184788744,0.16838754539774856,0.0,0.0,6.505197921662339,0.07964248190086116,6.505197921662339,0.07807486703867428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4999999999999995,0.5000000000000004,-1.0130091210314163e-15,1.0025515892267653,1.0023270735328855,990.0,494.99999999999983,495.00000000000017,False,False,False,0.017391346490768525,0.034782692981537085,0.017391346490768515,0.034782692981537,0.03478269298153704,34336011650242.91,0.07355121833855426,0.0733640234865937,0.067048315597533,0.06689265147873232,0.0,0.0,17.21743302586083,0.03478269298153704,17.21743302586083,0.03478269298153702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49942279942279955,0.5005772005772005,-0.001154401154400873,0.9981947887381151,1.0028452562672454,5543.999999999999,2768.8,2775.2,False,False,False,0.00803040350821153,0.016079369058626378,0.008030403508211523,0.016042287780889557,0.016060807016423054,13.912674077979862,0.03124872133576627,0.031305233896552265,0.033226441388093865,0.03313217186843774,9.094947017729282e-13,1.6405027088256284e-16,44.520557049524704,0.016079369058626374,44.5205570495247,0.016042287780889557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5003549783549777,0.49964502164502234,0.0007099567099554612,1.001518559769208,0.9986741479432757,27720.000000000004,13869.839999999998,13850.160000000016,False,False,False,0.0034503984048227378,0.006895901018446242,0.003450398404822738,0.0069056995573831765,0.006900796809645478,9.720024774578716,0.014142360653624684,0.014120917196865207,0.013497303050418638,0.013515222235616816,2.1827872842550278e-11,7.874413002363014e-16,95.6450437816864,0.0068959010184462405,95.6450437816864,0.006905699557383184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4997979797979799,0.5002020202020201,-0.0004040404040393944,0.9992165367114129,1.0008335410957165,118800.0000000188,59376.00000000948,59424.00000000942,False,False,False,0.0017571499929368809,0.003515720478996588,0.0017571499929368787,0.003512880640160562,0.0035142999858737605,8.697892465059292,0.006915518493155883,0.006920940796192185,0.007149619826366763,0.007143665287775358,2.0372681319713593e-10,1.7148721649587852e-15,208.74941916093474,0.003515720478996588,208.7494191609347,0.003512880640160568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5000604136604037,0.49993958633959645,0.00012082732080729214,1.0002512891284345,0.9997677661894149,415799.9999997251,207925.11999985884,207874.87999986712,False,False,False,0.0010895272098506565,0.0021787911622025854,0.0010895272098506575,0.0021793177408251266,0.0021790544197013246,18.03445119152071,0.00440763364714767,0.004406526334985527,0.00431063337753326,0.004311634684885982,9.89530235528946e-10,2.379822596271285e-15,453.0254138556057,0.002178791162202591,453.02541385560573,0.0021793177408251318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4999411255411237,0.5000588744588762,-0.00011774891775232886,0.999768493649706,1.000239556863944,1108800.0000005362,554334.7200002663,554465.2800002698,False,False,False,0.0007068518081557566,0.0014138700979853937,0.0007068518081557488,0.0014135371738390752,0.0014137036163115093,12.00608585876832,0.0028041858516897967,0.002804835188847543,0.0028512940632224038,0.0028506111797478597,2.3283064365386963e-10,2.0998434672957886e-16,783.7572848834793,0.0014138700979853883,783.7572848834793,0.0014135371738390869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
