,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5000006731923647,0.4999993268076353,0.0,complete,False,0.5,21.0,210.0,100.0,110.0,cx,1.0,10.0,True,False,441.0,441.0,507.6877870559693,113960.0,19663.0,94297.0,130250193.0,507.7875330448151,2024-11-10 23:36:47.487405
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,105.0,105.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5233082706766917,0.4766917293233083,0.0466165413533834,1.0977917981072556,0.9109195402298852,1329.9999999999998,695.9999999999999,633.9999999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5027568922305764,0.4972431077694235,0.0055137844611528,1.0110887096774193,0.9890329012961117,17955.0,9027.0,8928.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5017445574721117,0.4982554425278883,0.0034891149442232,1.0070026629845152,0.9930460333006856,244187.99999999997,122519.99999999996,121667.99999999996,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5002850262912248,0.4997149737087751,0.0005700525824497,1.0011407554554927,0.9988605443847166,3255840.000000315,1628848.000000179,1626992.0000001355,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5001662653365453,0.4998337346634547,0.0003325306730905,1.000665282573043,0.9993351597336,41860800.000000015,20937360.000000063,20923439.99999995,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5000677541971812,0.4999322458028188,0.0001355083943623,1.0002710535187518,0.9997290199313494,512794799.9999997,256432143.9999925,256362656.00000715,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5000084946259308,0.4999915053740693,1.6989251861496824e-05,1.000033979081002,0.9999660220735368,5925628800.024588,2962864736.0123544,2962764064.0122333,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999992799638703,0.5000007200361297,-1.4400722594839117e-06,0.9999971198596288,1.000002880148667,63996791039.44328,31998349439.719906,31998441599.723377,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
