,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4999756004265358,0.5000243995734641,0.0,complete,False,0.5,13.0,78.0,38.0,40.0,cx,1.0,10.0,True,False,169.0,169.0,11.219052076339722,73078.0,18471.0,54607.0,130250193.0,11.31750774383545,2024-11-10 23:25:03.502659
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,39.0,39.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5104895104895105,0.4895104895104895,0.0209790209790209,1.042857142857143,0.958904109589041,285.99999999999994,145.99999999999997,139.99999999999997,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4983682983682984,0.5016317016317017,-0.0032634032634032,0.9934944237918216,1.0065481758652948,2145.0,1069.0,1076.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4967624967624969,0.503237503237503,-0.0064750064750061,0.9871332990221314,1.0130344108446292,15443.999999999993,7671.999999999999,7771.999999999994,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4993006993006984,0.5006993006993016,-0.0013986013986031,0.9972067039106112,1.0028011204481828,102960.00000001652,51408.00000000816,51552.00000000836,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5003108003108022,0.4996891996891978,0.0006216006216043,1.0012439744985302,0.998757571051398,617760.000000222,309072.0000001122,308688.0000001098,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.50003576670242,0.49996423329758,7.153340483986723e-05,1.000143077044468,0.9998569434236442,3243239.9999986948,1621735.9999993038,1621503.999999391,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4999866799866858,0.5000133200133142,-2.6640026628285527e-05,0.9999467213660876,1.0000532814726766,14414399.999959392,7207007.999979781,7207391.9999796115,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999666999666761,0.5000333000333239,-6.660006664777842e-05,0.9998668087372514,1.000133209005024,51891840.00064686,25944192.00032217,25947648.00032469,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
