,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.6030970614718145,0.39690293852818476,6.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,58.0,34.0,24.0,pyr,1000.0,,1.7147598266601562,60116.0,13927.0,46189.0,1121168978.0,1.7652859687805176,2024-11-10 23:13:21.803468
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.537835105356935,0.4621648946430652,0.07567021071386985,1.1637298972530372,0.8593059286011998,34.60849526173332,18.613663695339326,15.994831566394,False,False,False,7304,3894,3410,,,,,,,,,,,,,,,,,,,,,,
4,4,0.6002454318192146,0.3997545681807857,0.20049086363842888,1.5015348906476,0.6659851903732373,105.9730133274805,63.609817145936915,42.363196181543614,False,False,False,5803,3494,2309,,,,,,,,,,,,,,,,,,,,,,
5,5,0.48380584158817813,0.5161941584118213,-0.0323883168236431,0.9372555533691189,1.066944865149463,412.483333361079,199.56184623785387,212.9214871232249,False,False,False,5979,2797,3182,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4643151941383507,0.5356848058616501,-0.07136961172329936,0.8667693932283533,1.1537094039227878,1526.9574893912484,708.9895631277061,817.9679262635435,False,False,False,5504,2563,2941,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4938532307633756,0.5061467692366252,-0.012293538473249507,0.975711514484641,1.0248931012443652,5623.562115033742,2777.214318907935,2846.347796125811,False,False,False,4689,2289,2400,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5252512038818052,0.4747487961181951,0.050502407763610216,1.1063771160170293,0.9038509433383907,19725.318373454134,10360.747222608677,9364.571150845464,False,False,False,3696,1947,1749,,,,,,,,,,,,,,,,,,,,,,
9,9,0.49226961530753893,0.5077303846924611,-0.015460769384922204,0.9695492532039677,1.031407116962243,63088.60767427956,31056.60463010585,32032.003044173718,False,False,False,2555,1271,1284,,,,,,,,,,,,,,,,,,,,,,
10,10,0.4980333269572359,0.5019666730427649,-0.003933346085529,0.9921641290213825,1.0078977567817802,193494.19996766915,96366.56015682695,97127.63981084235,False,False,False,1701,837,864,,,,,,,,,,,,,,,,,,,,,,
11,11,0.5100412070767588,0.48995879292324174,0.020082414153517032,1.0409879656076775,0.9606258987021519,501934.4953902326,256007.27590229805,245927.2194879348,False,False,False,962,488,474,,,,,,,,,,,,,,,,,,,,,,
12,12,0.5001012236681851,0.49989877633181357,0.00020244733637154867,1.0004049766591891,0.9995951872805137,1106901.5231836399,553562.8062243162,553338.7169593221,False,False,False,470,239,231,,,,,,,,,,,,,,,,,,,,,,
13,13,0.503698335155414,0.4963016648445852,0.007396670310828756,1.0149035774706598,0.9853152774298002,2232772.227756769,1124643.6539023293,1108128.5738544378,False,False,False,228,116,112,,,,,,,,,,,,,,,,,,,,,,
14,14,0.5576815043715362,0.44231849562846387,0.1153630087430723,1.2608143450550489,0.7931381840014984,3613392.2903664857,2015122.0483760925,1598270.2419903935,False,False,False,79,43,36,,,,,,,,,,,,,,,,,,,,,,
15,15,0.39818173471997204,0.601818265280027,-0.20363653056005504,0.661631189499869,1.511416051525482,6043669.800239752,2406478.9251341713,3637190.875105575,False,False,False,25,10,15,,,,,,,,,,,,,,,,,,,,,,
16,16,0.7620570867217347,0.23794291327826428,0.5241141734434703,3.2026887299246467,0.3122376491528504,6260734.30169875,4771036.942691383,1489697.3590073602,False,False,False,4,3,1,,,,,,,,,,,,,,,,,,,,,,
17,17,1.0,0.0,1.0,,0.0,2065295.741037486,2065295.741037486,0.0,False,False,True,1,1,0,,,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
