,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5972595840902556,0.40274041590974574,9.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,67.0,32.0,35.0,pyr,1000.0,,2.254188060760498,64258.0,14973.0,49285.0,1846011679.0,2.312527894973755,2024-11-10 23:13:14.908843
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.42771982961068755,0.5722801703893117,-0.14456034077862415,0.7473958591291353,1.3379790478973201,64.61607991062583,27.63757868948345,36.97850122114233,False,False,False,9497,3839,5658,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4822858900291162,0.5177141099708847,-0.03542821994176857,0.9315679846088009,1.0734589600778695,276.7505688154678,133.47289439723204,143.277674418236,False,False,False,8535,4201,4334,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5132038192920748,0.48679618070792535,0.02640763858414946,1.0542478343723773,0.9485435657501989,1310.1319706033785,672.3647310903061,637.7672395130726,False,False,False,8305,4285,4020,,,,,,,,,,,,,,,,,,,,,,
6,6,0.49882757595284377,0.501172424047156,-0.0023448480943122018,0.9953212747114523,1.0047007186598158,5719.963529693081,2853.2755420554718,2866.687987637608,False,False,False,7100,3556,3544,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49197890361716073,0.508021096382839,-0.016042192765678254,0.9684221917556175,1.0326074810276045,24362.81851819491,11985.992743605391,12376.82577458951,False,False,False,5658,2772,2886,,,,,,,,,,,,,,,,,,,,,,
8,8,0.49887583777119326,0.5011241622288057,-0.0022483244576125385,0.9955134383311057,1.0045067816225721,89942.20663163105,44869.993684344714,45072.21294728625,False,False,False,3833,1922,1911,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5082590229785097,0.4917409770214919,0.0165180459570177,1.0335909487492148,0.9675007324804225,305158.11005895666,155099.36287253382,150058.7471864233,False,False,False,2415,1241,1174,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5319667309135869,0.4680332690864132,0.06393346182717372,1.1366002505590467,0.8798168041122122,961463.0839625712,511466.37366966455,449996.7102929068,False,False,False,1419,737,682,,,,,,,,,,,,,,,,,,,,,,
11,11,0.5005848043576246,0.4994151956423744,0.00116960871525017,1.0023419566033545,0.9976635153423183,2389428.533745587,1196111.6150915604,1193316.9186540241,False,False,False,702,350,352,,,,,,,,,,,,,,,,,,,,,,
12,12,0.4488743980385038,0.551125601961497,-0.10225120392299314,0.8144684196141977,1.2277946890484543,5515101.652644725,2475587.9344520583,3039513.7181926705,False,False,False,340,145,195,,,,,,,,,,,,,,,,,,,,,,
13,13,0.4078807069581416,0.5921192930418583,-0.18423858608371668,0.6888488717581908,1.4516972314226768,10162945.265658835,4145269.2997338236,6017675.96592501,False,False,False,124,55,69,,,,,,,,,,,,,,,,,,,,,,
14,14,0.4521686772645851,0.5478313227354159,-0.09566264547083085,0.825379379563091,1.211564069518363,20483930.01843851,9262191.54161767,11221738.476820862,False,False,False,45,21,24,,,,,,,,,,,,,,,,,,,,,,
15,15,0.39958685518384973,0.6004131448161492,-0.20082628963229937,0.665519831858788,1.502584824868424,35135356.2275957,14039626.500749256,21095729.726846404,False,False,False,19,11,8,,,,,,,,,,,,,,,,,,,,,,
16,16,0.8519070431195476,0.1480929568804525,0.7038140862390951,5.752515589294679,0.17383699087421525,20505774.197360083,17469013.463350143,3036760.734009942,False,False,False,5,2,3,,,,,,,,,,,,,,,,,,,,,,
17,17,0.6695608193542967,0.3304391806457058,0.3391216387085909,2.026275510204083,0.4935163036636029,107490004.17441294,71971095.2674167,35518908.90699651,False,False,False,3,2,1,,,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
