,Unnamed: 0,l,k_pos_bal,k_neg_bal,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,null_model,cow_year,directed,dataset,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7031886458760521,0.2968113541242851,0.7784886412991129,0.221511358700903,0.788971434141093,0.2110285658589179,0.7990940537812311,0.2009059462187762,0.8086030856189291,0.1913969143810756,0.8172710245800295,0.1827289754199733,0.841794512036999,0.158205487963001,0.0,dataset,False,1915.0,False,cow,False,0.6666666666666666,34.0,72.0,46.0,92.0,cx,20.0,10.0,False,False,1156.0,1156.0,5.210699081420898,101259.0,15256.0,86003.0,130250193.0,5.560575008392334,2024-12-08 17:16:59.621402
1,1,1,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.8333333333333333,0.1666666666666666,0.857796954507481,0.142203045492519,0.7155939090149618,3.1100000000000008,0.2051268820618664,7.199999999999998,5.999999999999998,1.1999999999999995,False,False,False,0.1483308172368328,0.1729206620021162,0.1483308172368328,1.0430917054068023,0.2966616344736657,0.4145670201162417,1.3482540149722846,0.4335221913094161,0.2298321112944251,1.1204387693325717,5.617828762075255,0.7802539947326744,4.722287581247037,0.7870479302078397,1.3999999999999997,1.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.7644628099173546,0.2355371900826451,0.7887028651767459,0.2112971348232541,0.5774057303534917,2.10833333333332,0.3667152446564243,12.099999999999982,9.249999999999975,2.8500000000000023,False,False,False,0.1985378094445759,0.2517270041869117,0.198537809444576,0.9396143000739172,0.397075618889152,0.6876890858808409,1.035488344266179,0.4911407166479932,0.4085312936486192,1.1140286628426703,13.718236038208405,1.1337385155544153,10.525564117898858,1.137898823556636,4.028337125911879,1.4134516231269738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.6731391585760518,0.3268608414239484,0.590862470862468,0.4091375291375324,0.1817249417249402,0.9989639989639784,0.6731881022203731,15.449999999999871,10.399999999999912,5.049999999999962,False,False,False,0.34249273395827,0.5796488198993947,0.3424927339582704,0.8371090637425754,0.6849854679165398,3.769353075117983,0.7731910183567781,0.7739928757779575,0.7089172915499221,1.0530746001180111,25.43319681046789,1.6461616058555406,17.24064963973214,1.6577547730511812,9.254593454063778,1.83259276318096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.605536332179921,0.3944636678200787,0.7479464758876523,0.2520535241123406,0.495892951775306,1.06319290465636,0.5523809523808983,14.44999999999976,8.749999999999714,5.700000000000043,False,False,False,0.2614553068872123,0.3495641938507978,0.2614553068872192,1.037300739229848,0.5229106137744232,1.0544828513944258,0.4156126921338769,0.3909099565221508,0.6386680087468668,1.1562093261797857,30.327339151333536,2.098777795940072,18.14628061063745,2.0738606412157763,13.061776295741751,2.291539701007308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.6000000000002896,0.3999999999998484,0.5354104104104138,0.4645895895913132,0.0708208208173412,0.8867753623189847,0.5012800819251638,7.249999999998975,4.350000000001485,2.899999999998491,False,False,False,0.3553296905604498,0.663658538667702,0.3553296905630977,0.7648249089603397,0.710659381126153,10.03461090854994,0.6272106985253024,0.7072937805636582,0.3545522842661094,0.7072937805636582,19.423889929663385,2.6791572316780865,11.275083148250149,2.591973137527885,8.348053665371465,2.8786391949571755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5925925925845693,0.4074074074155654,0.698412698411552,0.3015873015887511,0.3968253968231039,1.3749999999820284,0.6111111111149455,1.3500000000100805,0.7999999999951422,0.5500000000151202,False,False,False,0.2343622707981242,0.3355641604615015,0.234362270797734,0.7770959505361201,0.4687245415962485,1.1811858448293713,0.6249999999836762,0.4545454545395237,0.5499719409235752,0.8999540851420217,3.581549943872636,2.6529999584043646,1.9390719429807093,2.4238399287406054,1.829617446379826,3.326577175144596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
