,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.499993116938693,0.5000068830613069,0.0,complete,False,True,0.5,15.0,105.0,53.0,52.0,cx,1.0,10.0,True,False,225.0,225.0,10.024262428283691,72531.0,18787.0,53744.0,130250193.0,10.034265279769897,2024-11-14 06:41:46.353483
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,52.5,52.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5340659340659341,0.46593406593406594,0.06813186813186813,1.1462264150943395,0.8724279835390947,454.99999999999994,242.99999999999997,211.99999999999997,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5067155067155067,0.4932844932844933,0.013431013431013382,1.0272277227722773,0.9734939759036144,4095.0,2075.0,2020.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5032745032745028,0.49672549672549715,0.006549006549005741,1.0131843575418977,0.9869872077635657,36035.99999999999,18135.99999999998,17900.00000000001,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4999933399933392,0.5000066600066608,-1.332001332160668e-05,0.9999733603281976,1.0000266403814935,300299.99999995256,150147.99999997605,150151.9999999765,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49973927307260874,0.5002607269273913,-0.0005214538547825131,0.9989576358352468,1.0010434518215396,2316600.000000108,1157696.0000000594,1158904.0000000487,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4999449932783132,0.5000550067216868,-0.00011001344337355114,0.9997799973165056,1.0002200510953259,16216199.999990493,8107207.9999950295,8108991.9999954635,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4999888999889163,0.5000111000110837,-2.220002216732561e-05,0.9999556009413254,1.0000444010300387,100900800.00009489,50449280.00004909,50451520.0000458,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.49999606507540906,0.5000039349245909,-7.869849181904889e-06,0.9999842604255044,1.0000157398222338,544864320.0035127,272430016.00174487,272434304.0017679,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
