,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4970366415477495,0.5029633584522505,0.49999512057200735,0.5000048794279927,0.49999522564471555,0.5000047743552843,0.49999500561923327,0.5000049943807668,0.4999936088835362,0.5000063911164637,0.4999887787377434,0.5000112212622567,0.4952944642989358,0.5047055357010641,0.0,complete,False,False,0.5,125.0,7750.0,3836.0,3914.0,cx,10.0,12.0,False,False,15625.0,15625.0,19.979996919631958,2310431.0,29245.0,2281186.0,130250193.0,23.268012523651123,2024-12-07 21:07:57.893612
1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4681818181818181,0.5318181818181819,-0.06363636363636364,0.8956525227434831,1.160078782226885,219.99999999999994,102.99999999999997,117.0,False,False,False,0.04848958310216215,0.10356998332500655,0.04848958310216215,0.09117699386731344,0.09697916620432427,1.5239583260679526,0.16816481119631965,0.18775675490893742,0.23374742572990295,0.2014927169697922,2.842170943040401e-14,1.2918958832001826e-16,10.66770828247567,0.10356998332500654,10.667708282475676,0.09117699386731347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.507205387205387,0.49279461279461295,0.014410774410774064,1.033337785294732,0.9751956719015507,1485.0,753.1999999999998,731.8000000000002,False,False,False,0.021861784588920782,0.043102429785644415,0.0218617845889208,0.04436287252602812,0.043723569177841586,3.0340887957521643,0.09242578523409606,0.08944392293535851,0.0838026952588305,0.08593423624965664,0.0,0.0,32.46475011454738,0.04310242978564443,32.46475011454738,0.04436287252602811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49326599326599363,0.5067340067340064,-0.01346801346801286,0.9739356982399325,1.0278967446671203,9503.999999999998,4688.000000000002,4815.999999999995,False,False,False,0.008298826628866123,0.016824242380704686,0.008298826628866107,0.016377086437031466,0.01659765325773221,1.2323757543866722,0.03137668961706962,0.03221638725613265,0.03525252533905777,0.034295784593105345,0.0,0.0,78.87204828074354,0.016824242380704672,78.87204828074354,0.016377086437031483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5017604617604613,0.4982395382395387,0.003520923520922607,1.007180576521706,0.9930916032802262,55440.00000000592,27817.600000002945,27622.400000002974,False,False,False,0.0037288676205106883,0.007431569254037471,0.0037288676205106705,0.007484086135929947,0.0074577352410213835,2.1181190664053933,0.015212660367665365,0.015104203478786521,0.014633247603186586,0.014735043126789424,0.0,0.0,206.72842088113416,0.007431569254037453,206.72842088113416,0.007484086135929966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5000673400673395,0.49993265993266045,0.00013468013467917838,1.000283161020906,0.9997445112316063,285120.00000006385,142579.2000000318,142540.8000000321,False,False,False,0.0013133711062922274,0.0026263884902288713,0.0013133711062922131,0.0026270960302315926,0.0026267422125844666,19.50356092857815,0.005239443256727134,0.005237960070606076,0.005267796559508672,0.005269142766304525,5.820766091346741e-11,2.0415144820936577e-16,374.4683698261207,0.0026263884902288496,374.4683698261207,0.0026270960302315995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.49981337181336005,0.50018662818664,-0.0003732563732798961,0.9992547985066704,1.000747825617379,1247399.999999303,623467.1999996367,623932.7999996658,False,False,False,0.00035941262310963115,0.000719093652508046,0.00035941262310964047,0.000718557040224452,0.0007188252462192686,1.9258217613346378,0.0014372095390040762,0.0014382813484127414,0.0014380972637647953,0.0014370226214357326,2.3283064365386963e-10,1.8665275264870911e-16,448.3313060666982,0.0007190936525080379,448.3313060666982,0.0007185570402244253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000865800865653,0.4999134199134347,0.00017316017313049716,1.000346917378522,0.9996542753380672,4435200.000002474,2217984.000001171,2217216.0000013025,False,False,False,0.0002589373512821561,0.0005177850428166536,0.0002589373512821799,0.0005179643933683909,0.0005178747025643228,2.9907264078215112,0.001036853290644089,0.0010364937129623336,0.0010346492786872542,0.0010350071061691326,0.0,0.0,1148.4389404073077,0.0005177850428166755,1148.4389404073077,0.0005179643933683651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
