,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5000026749189858,0.4999973250810141,0.0,complete,False,0.5,20.0,190.0,94.0,96.0,cx,1.0,10.0,True,False,400.0,400.0,309.2301549911499,107485.0,19508.0,87977.0,130250193.0,309.31207394599915,2024-11-10 23:30:00.868856
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,95.0,95.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4947368421052631,0.5052631578947369,-0.0105263157894736,0.9791666666666666,1.0212765957446808,1139.9999999999998,563.9999999999999,575.9999999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4994152046783626,0.5005847953216375,-0.0011695906432748,0.9976635514018692,1.0023419203747073,14535.0,7259.0,7276.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4996130030959752,0.5003869969040248,-0.0007739938080494,0.9984532095901004,1.0015491866769946,186048.0,92952.0,93096.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4996938424492613,0.5003061575507387,-0.0006123151014773,0.9987761191977428,1.001225380521953,2325599.9999999995,1162088.000000002,1163511.9999999977,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5000659328058725,0.4999340671941274,0.0001318656117451,1.000263766005156,0.9997363035490036,27907200.00000004,13955440.000000063,13951759.999999972,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4999895414755959,0.5000104585244041,-2.0917048808301384e-05,0.9999581667774112,1.0000418349726807,317444399.9999988,158718879.99999505,158725520.00000376,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.500004441722708,0.499995558277292,8.883445416005297e-06,1.0000177670486647,0.9999822332669978,3386073600.0167403,1693051840.0083704,1693021760.00837,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5000025907662378,0.4999974092337622,5.181532475531424e-06,1.000010363118648,0.9999896369887452,33522128639.81028,16761151167.904236,16760977471.90604,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
