,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.41388324992309294,0.5861167500769084,4.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,86.0,70.0,pyr,1000.0,,2.821697950363159,112886.0,26291.0,86595.0,347749838.0,2.9359331130981445,2024-11-10 23:13:26.306127
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.48484781877343563,0.5151521812265644,-0.03030436245312875,0.9411739607100666,1.0625028334247073,193.25593249935147,93.69971733733688,99.55621516201461,False,False,False,13456,6535,6921,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5149457796813938,0.4850542203186062,0.0298915593627876,1.0616251918046469,0.9419520257428228,1476.2640328821863,760.1959334281162,716.0680994540701,False,False,False,15812,8265,7547,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5014403810270469,0.49855961897295414,0.0028807620540927154,1.0057781696400265,0.9942550257955046,11506.155927333577,5769.651212358763,5736.504714974826,False,False,False,16890,8502,8388,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4991884029661018,0.5008115970339,-0.0016231940677982044,0.9967588728427782,1.0032516662209165,89005.9066925555,44430.71641640665,44575.190276149006,False,False,False,16739,8374,8365,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4997454984772476,0.5002545015227517,-0.000509003045504195,0.9989825118135772,1.0010185245230925,663018.523061971,331340.52230725315,331678.0007547174,False,False,False,15261,7624,7637,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4949315365001577,0.5050684634998421,-0.010136926999684411,0.9799295981985469,1.0204814731980232,4885793.750792142,2418133.4081024234,2467660.3426897177,False,False,False,13441,6695,6746,,,,,,,,,,,,,,,,,,,,,,
9,9,0.49783925394505135,0.5021607460549483,-0.004321492109896973,0.9913942056525779,1.0086804969187382,34332006.965988085,17091820.734383814,17240186.23160426,False,False,False,10925,5460,5465,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5086255067149698,0.49137449328503013,0.017251013429939642,1.035107669742094,0.9660830744778064,229036603.20714563,116493858.36250992,112542744.8446357,False,False,False,8398,4244,4154,,,,,,,,,,,,,,,,,,,,,,
11,11,0.5101243801946399,0.48987561980535904,0.02024876038928088,1.0413344930236093,0.9603062288817584,1458803881.6670723,744171425.9609501,714632455.7061207,False,False,False,6091,3104,2987,,,,,,,,,,,,,,,,,,,,,,
12,12,0.4797554072852743,0.5202445927147259,-0.04048918542945154,0.9221727894985472,1.0843954748911786,8600316690.501429,4126048436.6338553,4474268253.867575,False,False,False,4118,2024,2094,,,,,,,,,,,,,,,,,,,,,,
13,13,0.5033216951869224,0.496678304813076,0.006643390373846309,1.0133756403480247,0.9868009059864207,48858432421.671295,24591509030.651283,24266923391.01993,False,False,False,2630,1307,1323,,,,,,,,,,,,,,,,,,,,,,
14,14,0.4952698750888814,0.5047301249111188,-0.009460249822237421,0.9812568155627657,1.0191012017852685,243743344475.9024,120718735772.32637,123024608703.57608,False,False,False,1534,756,778,,,,,,,,,,,,,,,,,,,,,,
15,15,0.5049351613455463,0.4950648386544524,0.009870322691093857,1.0199374342922851,0.9804522967566934,1185349820803.8901,598524803018.5266,586825017785.3619,False,False,False,851,401,450,,,,,,,,,,,,,,,,,,,,,,
16,16,0.46057765213277946,0.5394223478672203,-0.07884469573444082,0.8538349476135375,1.1711865423112426,5164232872503.112,2378530251484.403,2785702621018.708,False,False,False,446,218,228,,,,,,,,,,,,,,,,,,,,,,
17,17,0.5680421949000936,0.4319578050999069,0.1360843898001866,1.3150409326871912,0.7604326033841184,21866913870734.05,12421329750823.07,9445584119910.99,False,False,False,227,130,97,,,,,,,,,,,,,,,,,,,,,,
18,18,0.4028412780341798,0.5971587219658213,-0.1943174439316415,0.6745966578333534,1.4823672610708833,87469321111208.33,35236253105221.23,52233068005987.195,False,False,False,108,45,63,,,,,,,,,,,,,,,,,,,,,,
19,19,0.5476301472815306,0.45236985271846747,0.09526029456306319,1.2105805548062205,0.8260499444087563,269556153301831.7,147617075933324.94,121939077368506.23,False,False,False,36,19,17,,,,,,,,,,,,,,,,,,,,,,
20,20,0.7516322949623307,0.24836770503767067,0.50326458992466,3.0262883608330977,0.33043777749081155,906414696675404.1,681290558649718.9,225124138025686.5,False,False,False,18,12,6,,,,,,,,,,,,,,,,,,,,,,
21,21,0.36750150995780995,0.6324984900421872,-0.2649969800843772,0.5810314423569578,1.7210772552058344,6609748725402315.0,2429092637027060.5,4180656088375235.5,False,False,False,9,3,6,,,,,,,,,,,,,,,,,,,,,,
22,22,0.8066389832301353,0.19336101676986606,0.6132779664602691,4.171673260232071,0.23971196630686503,1.5218460783804256e+16,1.2275803732975552e+16,2942657050828723.5,False,False,False,4,3,1,,,,,,,,,,,,,,,,,,,,,,
23,23,0.7223136566845408,0.2776863433154609,0.44462731336907996,2.6011853808164007,0.38444011233299447,3.1849503477561344e+17,2.3005331320464333e+17,8.844172157097064e+16,False,False,False,4,3,1,,,,,,,,,,,,,,,,,,,,,,
24,24,0.2992987798633042,0.7007012201366971,-0.4014024402733929,0.42714179918926815,2.3411429223223745,9.098012261488063e+17,2.7230239690447584e+17,6.374988292443316e+17,False,False,False,2,1,1,,,,,,,,,,,,,,,,,,,,,,
25,25,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
27,27,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
28,28,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
29,29,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
30,30,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
