,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.3829226751987618,0.6170773248012404,1.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,154.0,75.0,79.0,pyr,1000.0,,2.5866811275482178,111840.0,26043.0,85797.0,4259459283.0,2.7067205905914307,2024-11-10 23:13:08.169969
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5217165870241453,0.4782834129758551,0.04343317404829024,1.0908105379989057,0.9167494859689402,160.9312135872441,83.96048349839074,76.9707300888534,False,False,False,11701,6102,5599,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4819358699787533,0.5180641300212471,-0.03612826004249374,0.9302629579063657,1.0749648704174821,1271.3958372809727,612.7312589273711,658.6645783536021,False,False,False,15006,7234,7772,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5079092903494686,0.4920907096505308,0.015818580698937858,1.03214566011655,0.9688555003826493,9563.949535339965,4857.618821432652,4706.330713907308,False,False,False,16307,8326,7981,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5015539872401301,0.4984460127598678,0.0031079744802623194,1.006235328201451,0.9938033101932569,71234.681251197,35728.0384113176,35506.642839879256,False,False,False,16294,8194,8100,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5009093514992033,0.4990906485007963,0.0018187029984069903,1.0036440334113055,0.9963691973548434,518161.5662074478,259551.97410078417,258609.59210666342,False,False,False,15088,7514,7574,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5058552163101611,0.49414478368983805,0.011710432620323034,1.0236983835645899,0.9768502285975383,3708576.769637628,1876002.9040078807,1832573.865629744,False,False,False,13343,6717,6626,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5036832606067961,0.4963167393932038,0.007366521213592343,1.0148423791278904,0.9853746951909464,25638360.898320783,12913613.213879999,12724747.684440782,False,False,False,11015,5497,5518,,,,,,,,,,,,,,,,,,,,,,
