,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.8522889644891356,0.14771103551086634,5.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,147.0,80.0,67.0,pyr,1000.0,,2.608738899230957,107117.0,25175.0,81942.0,2843683941.0,2.731165885925293,2024-11-10 23:13:36.285463
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5181825831866039,0.4818174168133964,0.036365166373207546,1.0754749934398729,0.9298217123594213,166.61482149890145,86.33689860147567,80.27792289742584,False,False,False,12912,6748,6164,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4907926088035102,0.5092073911964894,-0.01841478239297917,0.9638363803995268,1.0375204965654883,1133.3751929432638,556.2521676978062,577.1230252454571,False,False,False,14324,7150,7174,,,,,,,,,,,,,,,,,,,,,,
5,5,0.509027117273282,0.49097288272671835,0.018054234546563627,1.0367723660139756,0.9645318806524981,8601.958846666508,4378.630314622058,4223.328532044453,False,False,False,15755,8004,7751,,,,,,,,,,,,,,,,,,,,,,
6,6,0.49929964500899854,0.5007003549910013,-0.0014007099820027972,0.9972024985242361,1.0028053494449762,62453.95981270047,31183.239963887605,31270.719848812856,False,False,False,15586,7799,7787,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5033247107859578,0.4966752892140416,0.006649421571916176,1.0133878647001715,0.9867890023489352,445302.58812465623,224131.79638008107,221170.79174457488,False,False,False,14377,7225,7152,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5086155601819472,0.4913844398180539,0.01723112036389337,1.0350664753858987,0.9661215233805878,3067813.0383081776,1560337.4470125954,1507475.5912955857,False,False,False,12532,6365,6167,,,,,,,,,,,,,,,,,,,,,,
9,9,0.49337083856659364,0.5066291614334056,-0.013258322866812037,0.973830320328778,1.0268729357927433,20093746.75623057,9913668.687066248,10180078.06916431,False,False,False,10150,5020,5130,,,,,,,,,,,,,,,,,,,,,,
