,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.3704631498838663,0.6295368501161328,2.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,72.0,84.0,pyr,1000.0,,2.6082868576049805,112274.0,26291.0,85983.0,1535995910.0,2.7214832305908203,2024-11-10 23:13:33.236522
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5181670154550251,0.4818329845449752,0.036334030910049914,1.0754079361012663,0.9298796916315806,176.14507756251072,91.27256912766009,84.87250843485069,False,False,False,12390,6300,6090,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4718674093856529,0.5281325906143479,-0.05626518122869494,0.8934639099563148,1.1192393882466884,1402.0974861197903,661.604108481482,740.4933776383095,False,False,False,15585,7324,8261,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49470206351123297,0.5052979364887671,-0.010595872977534124,0.9790304447883498,1.0214186957344145,10513.3683863982,5200.985035204952,5312.38335119325,False,False,False,16467,8176,8291,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5066176700683175,0.4933823299316835,0.013235340136633975,1.0268257279065236,0.9738750917731528,81565.23052378795,41322.38704654666,40242.84347724137,False,False,False,16531,8360,8171,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4962828540083346,0.5037171459916646,-0.007434291983330015,0.9852411377248352,1.0149799492835292,609462.8219570316,302465.94869280915,306996.873264222,False,False,False,15393,7645,7748,,,,,,,,,,,,,,,,,,,,,,
8,8,0.48581421820289444,0.5141857817971041,-0.028371563594209604,0.9448223490446398,1.0584000272761893,4441083.56582202,2157541.5405035475,2283542.025318466,False,False,False,13431,6539,6892,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5018983889776423,0.4981016110223562,0.0037967779552860927,1.007622496838533,0.9924351660840752,30956110.166477222,15536821.821569333,15419288.344907844,False,False,False,10947,5478,5469,,,,,,,,,,,,,,,,,,,,,,
