,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.7337429794572832,0.2662570205427183,8.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,85.0,71.0,pyr,1000.0,,2.6941158771514893,109136.0,26291.0,82845.0,2640136520.0,2.8197150230407715,2024-11-10 23:13:24.999771
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5093600115854076,0.4906399884145933,0.018720023170814303,1.0381542956400769,0.9632479528329141,170.08631025682075,86.63516496293344,83.45114529388745,False,False,False,12040,6176,5864,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5320120468051083,0.46798795319489195,0.06402409361021627,1.1368071403828501,0.8796566844779171,1310.758520181708,697.3393231891052,613.419196992603,False,False,False,14843,7903,6940,,,,,,,,,,,,,,,,,,,,,,
5,5,0.4930501988800097,0.5069498011199917,-0.013899602239981977,0.9725818962562488,1.0281910488456463,10251.20422029103,5054.358279574088,5196.845940716958,False,False,False,16376,8101,8275,,,,,,,,,,,,,,,,,,,,,,
6,6,0.498235512741203,0.5017644872587975,-0.0035289745175945053,0.9929668706988936,1.0070829445660723,77505.81524474846,38616.149598892196,38889.6656458563,False,False,False,16373,8151,8222,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4985658054603296,0.5014341945396711,-0.0028683890793414564,0.9942796300879028,1.0057532808065188,578722.8941977522,288531.44588403543,290191.44831371715,False,False,False,15238,7587,7651,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5007936727297583,0.4992063272702429,0.0015873454595153487,1.0031797382621235,0.9968303404257027,4199127.1838472355,2102896.324658224,2096230.8591890165,False,False,False,13453,6704,6749,,,,,,,,,,,,,,,,,,,,,,
9,9,0.49458988156061867,0.5054101184393822,-0.010820236878763526,0.978591174802407,1.0218771901370516,29558879.720395595,14619522.81997503,14939356.90042059,False,False,False,11323,5623,5700,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5056935954086434,0.4943064045913553,0.011387190817288175,1.0230367049901001,0.977482034732739,201096055.99002382,101692987.57609302,99403068.41393055,False,False,False,8856,4470,4386,,,,,,,,,,,,,,,,,,,,,,
11,11,0.4957235747781413,0.5042764252218603,-0.00855285044371901,0.9830393609220258,1.0172532654868125,1281518745.7673187,635279053.7969753,646239691.9703455,False,False,False,6568,3237,3331,,,,,,,,,,,,,,,,,,,,,,
12,12,0.4939000875410672,0.5060999124589347,-0.012199824917867575,0.9758944338508309,1.0247009976827615,8215058007.572588,4057417869.095046,4157640138.4775577,False,False,False,4719,2348,2371,,,,,,,,,,,,,,,,,,,,,,
13,13,0.50881172805536,0.49118827194463976,0.017623456110720227,1.0358792282253566,0.9653635025708316,46752944143.49031,23788446301.325027,22964497842.16527,False,False,False,3058,1543,1515,,,,,,,,,,,,,,,,,,,,,,
14,14,0.5114343428538541,0.48856565714614636,0.02286868570770774,1.0468078043825069,0.9552851973528054,264070516186.29446,135054730912.81555,129015785273.47903,False,False,False,1972,1009,963,,,,,,,,,,,,,,,,,,,,,,
15,15,0.4792008514608715,0.5207991485391265,-0.041598297078255,0.9201260270971242,1.0868076443341872,1287160540225.561,616808426842.9242,670352113382.6343,False,False,False,1078,511,567,,,,,,,,,,,,,,,,,,,,,,
16,16,0.5120676508385394,0.48793234916146044,0.024135301677079064,1.049464442598563,0.9528669666252961,6916376484736.521,3541652658853.9463,3374723825882.5747,False,False,False,619,322,297,,,,,,,,,,,,,,,,,,,,,,
17,17,0.5121350997083216,0.48786490029167734,0.024270199416644284,1.0497477875578547,0.952609771463688,27009656769045.387,13832593262502.604,13177063506542.756,False,False,False,281,146,135,,,,,,,,,,,,,,,,,,,,,,
18,18,0.5337778012227173,0.4662221987772824,0.06755560244543489,1.1449000125318072,0.8734387187127561,102051777585094.36,54472973450241.45,47578804134852.875,False,False,False,116,60,56,,,,,,,,,,,,,,,,,,,,,,
19,19,0.31285842798632924,0.6871415720136705,-0.37428314402734136,0.4553041770846386,2.1963339023224147,422119167240371.9,132063539085721.14,290055628154650.6,False,False,False,60,22,38,,,,,,,,,,,,,,,,,,,,,,
20,20,0.5866125036122769,0.4133874963877228,0.1732250072245541,1.4190378488421518,0.7047028384873166,1382851643553216.0,811198064749104.0,571653578804111.6,False,False,False,21,11,10,,,,,,,,,,,,,,,,,,,,,,
21,21,0.8609951926850419,0.13900480731496054,0.7219903853700813,6.193995799973864,0.16144667066196905,3217608388644071.5,2770345354565609.5,447263034078469.8,False,False,False,6,5,1,,,,,,,,,,,,,,,,,,,,,,
22,22,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
23,23,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
24,24,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
25,25,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
26,26,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
27,27,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
28,28,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
29,29,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
30,30,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
