,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.22913854265080755,0.7708614573491915,7.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,151.0,71.0,80.0,pyr,1000.0,,2.6111600399017334,105997.0,25671.0,80326.0,1281646427.0,2.8107428550720215,2024-11-10 23:13:43.941770
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.524458227608133,0.47554177239186673,0.048916455216266266,1.102864686250858,0.9067295493878382,182.78454721971994,95.86285966900941,86.92168755071047,False,False,False,13379,6962,6417,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4871264753983195,0.5128735246016803,-0.02574704920336087,0.9497984435376009,1.0528549576007087,1307.0999957852184,636.7230139400117,670.3769818452065,False,False,False,15034,7296,7738,,,,,,,,,,,,,,,,,,,,,,
5,5,0.501291268868241,0.4987087311317596,0.00258253773648141,1.0051784490129552,0.9948482291696163,10174.135810657734,5100.205450162425,5073.930360495315,False,False,False,16320,8203,8117,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4920256014798278,0.5079743985201727,-0.015948797040344794,0.9686031479405129,1.0324145674379073,75937.1904269929,37363.0417945294,38574.148632463526,False,False,False,16003,7869,8134,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4955928611633292,0.5044071388366719,-0.008814277673342688,0.9825254700128326,1.0177853200965254,566773.0812557073,280888.69296987203,285884.38828583586,False,False,False,14840,7338,7502,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5044846749825747,0.4955153250174234,0.008969349965151271,1.0181010546239633,0.9822207682216292,4063858.4350572615,2050154.3017850572,2013704.1332721966,False,False,False,13037,6566,6471,,,,,,,,,,,,,,,,,,,,,,
9,9,0.49342818342574624,0.5065718165742531,-0.013143633148506858,0.9740537615428507,1.0266373782244338,27428434.671672057,13533962.694254898,13894471.977417141,False,False,False,10474,5194,5280,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5027131319385969,0.4972868680614038,0.005426263877193106,1.010911737722628,0.9892060431040105,179102619.78610423,90037238.93108018,89065380.85502419,False,False,False,8025,3981,4044,,,,,,,,,,,,,,,,,,,,,,
11,11,0.49867068400226977,0.5013293159977319,-0.0026586319954621514,0.9946968351727626,1.0053314383234329,1102757136.096659,549912655.345705,552844480.7509558,False,False,False,5705,2844,2861,,,,,,,,,,,,,,,,,,,,,,
12,12,0.5117892097258702,0.48821079027413083,0.02357841945173934,1.0482955721615659,0.9539294322669118,6464643529.913706,3308534803.3339953,3156108726.579717,False,False,False,3877,1932,1945,,,,,,,,,,,,,,,,,,,,,,
13,13,0.49552655750784697,0.5044734424921525,-0.008946884984305525,0.9822649038964133,1.0180553087392574,35920783512.1134,17799702196.742184,18121081315.3712,False,False,False,2455,1228,1227,,,,,,,,,,,,,,,,,,,,,,
14,14,0.49131541883411356,0.5086845811658862,-0.01736916233177266,0.9658547497312319,1.0353523656411792,179797205427.21536,88337139289.67548,91460066137.53986,False,False,False,1364,665,699,,,,,,,,,,,,,,,,,,,,,,
15,15,0.5386254926794702,0.4613745073205284,0.07725098535894183,1.1674366141458128,0.8565775545181762,793669516822.1932,427490634523.03094,366178882299.16125,False,False,False,756,411,345,,,,,,,,,,,,,,,,,,,,,,
16,16,0.5308045144385299,0.4691954855614684,0.061609028877061545,1.131307804045336,0.8839327338008234,3686345287442.98,1956728720353.934,1729616567089.0398,False,False,False,396,209,187,,,,,,,,,,,,,,,,,,,,,,
