,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.9998880780911774,0.00011192190882224545,0.0,complete,False,True,0.5,169.0,14196.0,7098.0,7098.0,pyr,1000.0,,220.13279581069946,5508654.0,1158156.0,4350498.0,130250193.0,220.29583263397217,2024-11-15 02:06:38.304218
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,0.5002069927371681,0.49979300726283105,0.00041398547433697325,1.0008283138585796,0.9991723716774298,789556.1512234263,394941.5080006028,394614.64322282287,False,False,False,248801,124452,124349,,,,,,,,,,,,,,,,,,,,,
4,4,0.5002254400682152,0.499774559931785,0.00045088013643024695,1.0009021670420595,0.9990986461296956,98354981.96646172,49199664.13707469,49155317.829387054,False,False,False,326029,163088,162941,,,,,,,,,,,,,,,,,,,,,
5,5,0.499492179565301,0.5005078204346992,-0.0010156408693981723,0.99797077922076,1.0020333468889984,13011329179.989513,6499057171.154563,6512272008.834953,False,False,False,398763,199179,199584,,,,,,,,,,,,,,,,,,,,,
6,6,0.4994057226863488,0.5005942773136489,-0.0011885546273001537,0.9976257127155381,1.0023799379408527,1781709954465.81,889796147427.4595,891913807038.3466,False,False,False,465271,232359,232912,,,,,,,,,,,,,,,,,,,,,
7,7,0.4996440275845188,0.5003559724154825,-0.0007119448309636766,0.9985771233477503,1.0014249041150467,249107405369880.12,124465027320136.3,124642378049744.16,False,False,False,523917,261772,262145,,,,,,,,,,,,,,,,,,,,,
8,8,0.4979594326141991,0.5020405673858029,-0.004081134771603774,0.9918709063834128,1.008195717370346,3.530473144835724e+16,1.7580324040620644e+16,1.7724407407736668e+16,False,False,False,573860,285759,288101,,,,,,,,,,,,,,,,,,,,,
9,9,0.49961300813007525,0.5003869918699289,-0.0007739837398535645,0.998453229695358,1.0015491665093956,5.052237217876173e+18,2.524163434209837e+18,2.528073783666356e+18,False,False,False,615000,307262,307738,,,,,,,,,,,,,,,,,,,,,
10,10,0.4997516905925566,0.5002483094074496,-0.0004966188148929896,0.9990072553858678,1.0009937311353647,7.26879138466962e+20,3.6325907830532525e+20,3.6362006016164115e+20,False,False,False,646371,323025,323346,,,,,,,,,,,,,,,,,,,,,
